"","Patientx"
"cg00019196",0.0531866019424366
"cg00019275",0.996960942575842
"cg00019301",1
"cg00019308",0.927319894353559
"cg00019366",0.0763392547957528
"cg00019377",0.515660242162757
"cg00019458",0.721399313511679
"cg00019463",0.947104498605343
"cg00019495",0.981778537725505
"cg00019511",0.804474975374272
"cg00019576",0.0872165807442135
"cg00019654",0.752724040607515
"cg00019678",0.878418074669572
"cg00019759",0.980129279276603
"cg00019778",0.968946745456326
"cg00019809",0.638191310009807
"cg00019826",0.940606718668856
"cg00019838",0.36856774341212
"cg00019841",0.924166122348122
"cg00019877",1
"cg00019880",0.581975930219014
"cg00019997",0.277161718954106
"cg00020052",0.301282576620279
"cg00020175",0.834956829208688
"cg00020191",0
"cg00020297",0.412481556020834
"cg00020340",0.0678881635413052
"cg00020348",0.490287859800453
"cg00020352",0.794145697338717
"cg00020390",0.160820896085957
"cg00020405",0.422606348864185
"cg00020419",0.690008617444787
"cg00020446",0.721010563799227
"cg00020474",0.89901548064693
"cg00020533",0.599467898701685
"cg00020622",0.937526225662687
"cg00020649",0.873676605748836
"cg00020720",0.665127179333287
"cg00020778",0.365087812295394
"cg00020794",0.304252233459027
"cg00020799",0
"cg00020991",0.957284908726019
"cg00021028",0.370968462649492
"cg00021030",0.0124488433080631
"cg00021044",0.366004060755013
"cg00021108",0.611709086187932
"cg00021123",0.327999228568552
"cg00021128",0.537305136491846
"cg00021152",0.918102948458546
"cg00021166",0.87664966535271
"cg00021237",0.617346988186976
"cg00021242",0.371670329545813
"cg00021256",0.318085136024832
"cg00021275",0.587129192708563
"cg00021325",0.0613622506668536
"cg00021476",0.974858495826687
"cg00021513",0.0554697793744542
"cg00021527",0.0553382372369337
"cg00021532",0.227382165056538
"cg00021539",0.492799368899952
"cg00021540",0.122140287376153
"cg00021550",0.104987876700784
"cg00021558",0.21869357395672
"cg00021576",0.804470886886252
"cg00021600",0.570923041121054
"cg00021762",0.379199386822495
"cg00021783",0.0360045991487764
"cg00021786",0.03449514821935
"cg00021855",0.239417098258999
"cg00021933",0.110990237906678
"cg00021944",0.535149673006999
"cg00021945",0.206740187394952
"cg00021978",0.761882295435194
"cg00022024",0.179055035132789
"cg00022054",0.569887335040025
"cg00022076",0.425595456276666
"cg00022101",0.0491476468561454
"cg00022138",0.0195913001129766
"cg00022145",0.485687944245279
"cg00022235",0.798757336800279
"cg00022259",0.796892288773473
"cg00022262",0.177789410018139
"cg00022308",0.161324096067337
"cg00022492",0.264148122761275
"cg00022558",0.237294306564978
"cg00022594",0.852992162706632
"cg00022606",1
"cg00022633",0.852141480776906
"cg00022642",0.438830667787335
"cg00022688",0.959694765073551
"cg00022858",0.819604004211105
"cg00022866",0.7327281947502
"cg00022871",0.073531824081991
"cg00022900",0.459238258134012
"cg00022911",0.113315343828095
"cg00022966",0.621046840514643
"cg00022997",0
"cg00023001",0.859362974782466
"cg00023024",0.342066551275952
"cg00023132",0.250270811566405
"cg00023154",0.730439814000733
"cg00023168",0.223472888062643
"cg00023174",0.80080864685942
"cg00023185",0.372760816514123
"cg00023233",0.305294302776277
"cg00023288",0.19319987120497
"cg00023321",0.236110005218266
"cg00023351",1
"cg00023411",0.248759441270835
"cg00023415",0.956085213867368
"cg00023464",0.307940976826437
"cg00023492",0.0986793711880585
"cg00023507",0.162848601485408
"cg00023673",0.155571996739397
"cg00023695",0.216483412572293
"cg00023702",0.613777117227745
"cg00023726",0.791331504532878
"cg00023750",0.123238920647734
"cg00023808",0.827903812836359
"cg00023919",0.815534722092654
"cg00024046",0.901163243282096
"cg00024086",0.710826289836837
"cg00024170",0.41967466352999
"cg00024192",0.195733814658905
"cg00024198",0.893170721533376
"cg00024247",0.672438550724869
"cg00024280",0.505480184726621
"cg00024382",0.495390672863316
"cg00024396",0.617581407742421
"cg00024404",0.522530705374586
"cg00024416",0.0907873809725606
"cg00024443",0.601441186642742
"cg00024471",0.629339155466089
"cg00024472",0.538729571086193
"cg00024494",0.403869606275005
"cg00024516",0.406936326718452
"cg00024722",0.552472254434677
"cg00024790",0.82116411980777
"cg00024812",0.728660770351057
"cg00024967",0.384564520294643
"cg00024989",0.324646308720418
"cg00025044",0.0671236266812996
"cg00025138",0.816361610519042
"cg00025155",0.900218932964928
"cg00025185",0.0564851923354708
"cg00025211",0.727042476357946
"cg00025331",0.499519935591585
"cg00025347",0.977794347164125
"cg00025357",0.206839746216769
"cg00025405",0.192907975267805
"cg00025436",0.161014209194316
"cg00025439",0.623212890407623
"cg00025496",0.510769489423991
"cg00025591",0.358027535716132
"cg00025626",0.655598793222251
"cg00025643",0.205521512064362
"cg00025647",0.667567265421855
"cg00025663",0.0954102267138636
"cg00025680",0.460115615748349
"cg00025715",0.690230836290539
"cg00025795",0.868514367972635
"cg00025823",0.338543864826657
"cg00025877",0.167407308853797
"cg00025972",0.208097529639754
"cg00025981",0.933422262816555
"cg00025991",0.123626201839405
"cg00026030",0.658363249158263
"cg00026033",0.617783734262406
"cg00026075",1
"cg00026104",0.542530177818201
"cg00026119",0.779072766416288
"cg00026141",0
"cg00026186",0.243165295625387
"cg00026222",0.554105139252129
"cg00026230",0.638651164488841
"cg00026290",0.936850745974353
"cg00026327",0.939820054530178
"cg00026346",0.885356308826623
"cg00026362",0.0875205298918308
"cg00026374",0.89786543004245
"cg00026375",0.422615783143371
"cg00026412",0.194181857644143
"cg00026455",0
"cg00026457",0.375484244084365
"cg00026458",0.00919754143594803
"cg00026474",1
"cg00026546",0.462414682917072
"cg00026553",0.367932858574971
"cg00026603",0.239345107643034
"cg00026703",0.8975819352379
"cg00026731",0.642091611896181
"cg00026776",0.61049667999063
"cg00026803",0.677431229030399
"cg00026853",0
"cg00026857",0.377392486014525
"cg00026909",0.886234519422108
"cg00026919",0.503239020921928
"cg00026938",0.59670433429607
"cg00026974",0.859035253398665
"cg00027037",0.830990823298075
"cg00027081",0.0156034949320213
"cg00027083",0.92058085557074
"cg00027114",0.752106918112448
"cg00027120",0.652799417969451
"cg00027155",0.348629762535666
"cg00027162",0.326533971287126
"cg00027232",0.728635811120165
"cg00027400",0.911640815852307
"cg00027454",0.587498134706139
"cg00027466",0.14085581305289
"cg00027499",0.719052367546837
"cg00027570",0.437743920751586
"cg00027586",0.467516216432675
"cg00027637",0.405634368078628
"cg00027650",0.310272029425064
"cg00027669",1
"cg00027674",0.0243283605036992
"cg00027729",0.771071055053138
"cg00027745",0.840357958725481
"cg00027990",0.838687670916297
"cg00027995",0.970233682306886
"cg00028013",0.95725249405085
"cg00028014",0.367603456658393
"cg00028022",0.970201814988528
"cg00028034",0.348691001784289
"cg00028056",0.754732257094437
"cg00028135",0.191488557241199
"cg00028184",0.358251691411805
"cg00028211",0.578050139812691
"cg00028232",0.273285184760473
"cg00028251",0.489424537732428
"cg00028299",0.150852533297272
"cg00028308",0.610627047218947
"cg00028318",0.5646055383522
"cg00028336",0.16519499042501
"cg00028338",0.363845173151069
"cg00028429",0.936046986134827
"cg00028431",0.725247249781216
"cg00028455",0.0421709203373476
"cg00028487",0.619590624633965
"cg00028507",0.659314300932582
"cg00028515",0.309131650354734
"cg00028598",0.39377445887966
"cg00028636",0.374012000164111
"cg00028677",0.451127138326438
"cg00028678",0.674190348538383
"cg00028749",0.801862895145684
"cg00028757",0.1921380083522
"cg00028829",0.843625085097882
"cg00028844",1
"cg00028870",0.10170901486811
"cg00028881",0.417882384001012
"cg00028918",0.0304314583741495
"cg00028929",0.783285609194555
"cg00028935",0.26942139393593
"cg00028993",0.600618299512061
"cg00029052",0.151811903506263
"cg00029053",0.752117450402549
"cg00029161",0.0860536261756657
"cg00029233",0.202563822884401
"cg00029246",0.438384652210491
"cg00029282",0.627334314206296
"cg00029284",0.859317233797008
"cg00029353",0.7986480739262
"cg00029397",0.901669438591336
"cg00029521",0
"cg00029583",0.604574449338978
"cg00029619",0.176959489523884
"cg00029640",0.332962765930632
"cg00029678",0.927996283071943
"cg00029821",0.903443747904098
"cg00029822",0.229291541448677
"cg00029825",0.644147818830072
"cg00029826",0.284392026588907
"cg00029831",0.903959073124738
"cg00029922",0.185176649361733
"cg00029928",1
"cg00029931",0.447976425239606
"cg00029973",0.887168754182158
"cg00029979",0.11731660209641
"cg00030005",0.398496687389438
"cg00030047",0.706646331702143
"cg00030117",0.268906773218151
"cg00030125",0.620567937181232
"cg00030176",0.264645309828278
"cg00030291",0.569109834275142
"cg00030296",0.218258803991809
"cg00030420",0.507916712346835
"cg00030422",0.200515567178587
"cg00030423",0.482578994233348
"cg00030427",0.823239755463623
"cg00030432",0.827807362420354
"cg00030466",0.95659330138307
"cg00030476",0.922145993969946
"cg00030501",0.219158672564457
"cg00030508",0.234501244443788
"cg00030523",0.273125863131933
"cg00030588",0.840294675440845
"cg00030604",0.358073896817407
"cg00030627",0.942749738218037
"cg00030682",0.0185877577791282
"cg00030774",0.201589523046239
"cg00030795",0.350704142884268
"cg00030807",0.417077194981954
"cg00030816",0
"cg00030909",0.420102314350038
"cg00031013",0.67668360805101
"cg00031063",0.416259399857943
"cg00031105",0.750715896724176
"cg00031162",0.0998931601629441
"cg00031165",0.217321471836697
"cg00031187",0.423928389772344
"cg00031235",0.621150436027081
"cg00031256",0.870613154750436
"cg00031277",0.526242341542656
"cg00031303",0.0542716870529826
"cg00031340",0.5851533807319
"cg00031346",0.676996716029251
"cg00031402",0.853849749009675
"cg00031443",0.236704549603853
"cg00031456",0
"cg00031476",0.937060050838826
"cg00031491",0.529002137120256
"cg00031556",0.697520541367286
"cg00031663",0.840584383273623
"cg00031708",0.623275284333104
"cg00031722",0.210256570296025
"cg00031759",0.947527619681177
"cg00031779",0.180560261582983
"cg00031896",0.883855534066358
"cg00031967",0.669586860450267
"cg00031973",0.29869377862772
"cg00032036",0.181737587057848
"cg00032192",0.238371847434535
"cg00032205",0.546489120118171
"cg00032227",0.68007292816425
"cg00032246",0.249008115356212
"cg00032308",0.111045557931263
"cg00032366",0.963488278863901
"cg00032419",0.664651430116651
"cg00032490",0.198151765461488
"cg00032609",0.503222574760463
"cg00032610",0.380442174876942
"cg00032643",0.778199589476014
"cg00032664",0.679346589045888
"cg00032666",0.7164011356224
"cg00032686",0.522783912268359
"cg00032701",0.274119049041042
"cg00032756",0.287612608566857
"cg00032789",0.216291995038009
"cg00032805",0.295288767305849
"cg00032852",0.859789986429201
"cg00032879",0.00484742991250431
"cg00032884",0.859635498687489
"cg00032912",0.58921542916946
"cg00032959",0.467690241073895
"cg00033102",0.783783872321378
"cg00033127",0.571735994325217
"cg00033155",0.364147705350353
"cg00033165",0.639791037877362
"cg00033209",0.674401122609627
"cg00033213",0.667756701397431
"cg00033220",0.0935005322330343
"cg00033304",0.218567370754136
"cg00033334",0.921230257186726
"cg00033371",0.429313022654582
"cg00033457",0
"cg00033490",0.541474765601939
"cg00033516",0.608489561214889
"cg00033533",0.979263183405706
"cg00033551",0.77299670186933
"cg00033584",0.414461497418387
"cg00033643",0.697493825617171
"cg00033666",0.385961741850938
"cg00033668",0.164930677949269
"cg00033703",0.898415077654021
"cg00033773",0.551495121560615
"cg00033806",0.444182959580004
"cg00033834",0.0807479145860037
"cg00033877",0.823915022421578
"cg00033909",0.617331116880686
"cg00033915",0.230072878831344
"cg00034003",0.279300161114503
"cg00034019",0.941728724693652
"cg00034039",0.684022689434494
"cg00034076",0.515191045586558
"cg00034101",0.143070952369281
"cg00034130",0.331486821847953
"cg00034154",0.193231411754103
"cg00034336",0.568308910275341
"cg00034376",0.105685357469922
"cg00034407",0.943716732509887
"cg00034416",0.220874700703012
"cg00034433",0.391120933189236
"cg00034468",0.383783023148056
"cg00034555",0.0675946364485942
"cg00034556",0.214692296061209
"cg00034559",0.152470460011494
"cg00034574",0.632768763921939
"cg00034604",0.0406691135433512
"cg00034611",0.724140688323673
"cg00034639",0.645191628153558
"cg00034650",0.355407998844046
"cg00034731",0.801809863905628
"cg00034755",0.61663282969174
"cg00034769",0.80595286302121
"cg00034852",0.631809352233997
"cg00035000",0.57195123703312
"cg00035074",0.0561188343550057
"cg00035197",0.0350935574904065
"cg00035220",0.66161252612129
"cg00035237",0.525070239852421
"cg00035249",0.499805979635951
"cg00035268",0.336234173298218
"cg00035316",0.878107885990808
"cg00035326",0.408095021424824
"cg00035347",0.301893900175384
"cg00035398",0.461998770364365
"cg00035449",0
"cg00035452",0.500538004671724
"cg00035453",0.877196457142397
"cg00035608",0.290621345750039
"cg00035623",0.98088245926211
"cg00035630",0.920853531741579
"cg00035636",0.449834895020013
"cg00035673",0.261510406384563
"cg00035812",0.222160862463412
"cg00035847",0.504059217055307
"cg00035864",0.89035132949629
"cg00035889",0.388090690672135
"cg00035923",0.100807556612503
"cg00035937",0.827955338216213
"cg00035945",0.469762024998217
"cg00035969",0.885591986189218
"cg00035980",0.0607623282946945
"cg00036011",0.928729932753954
"cg00036110",0.569552709818021
"cg00036115",0.585349517000521
"cg00036119",0.806715773834404
"cg00036137",0.389370021382923
"cg00036258",0.935109755828723
"cg00036263",0.79989910528233
"cg00036299",0.0697359221777797
"cg00036324",0.19823110920801
"cg00036328",0.804312741564343
"cg00036347",0.187270671173019
"cg00036369",0.739321459802472
"cg00036386",0.911781298582932
"cg00036408",0.977209810955229
"cg00036440",0.953245786076378
"cg00036570",0.305990210009429
"cg00036585",0.430758805818803
"cg00036588",0.72557098462698
"cg00036599",0.15029005672396
"cg00036614",0.657386948740103
"cg00036664",0.055165987010562
"cg00036723",0.34713536123309
"cg00036732",0.80083875603859
"cg00036788",0.0506255437333018
"cg00036871",0.175737800272215
"cg00036976",0.853906947297452
"cg00037013",0.299774351483053
"cg00037056",0.465418548319974
"cg00037058",0.492763884228269
"cg00037072",0.405423214280297
"cg00037117",0.223935815995593
"cg00037153",0.0323050686410884
"cg00037186",0.154888443775378
"cg00037223",0.0917710080146573
"cg00037314",0
"cg00037388",0.271814601962883
"cg00037400",0.3617780844199
"cg00037406",0.184302403960584
"cg00037441",0.864610050399373
"cg00037450",0.22454372293031
"cg00037457",0.534815973532123
"cg00037681",0.0375448762552935
"cg00037763",0.960914414263551
"cg00037856",0.921705541557111
"cg00037930",0.42223506743203
"cg00037940",0.847390231189247
"cg00037952",0.758068313585993
"cg00038020",0.938935372962028
"cg00038131",0.370479787332229
"cg00038167",0.62582001528759
"cg00038233",0.870087816454491
"cg00038239",0.803243298578286
