"","Patientx"
"cg00004700",0.773110105315488
"cg00004771",0.799558711286299
"cg00004773",0.782710977777181
"cg00004775",0.842392691603849
"cg00004806",0.505129594891822
"cg00004818",0.602127256287713
"cg00004859",0.223854894231418
"cg00004883",0.908989846944824
"cg00004939",0.597848295190974
"cg00004963",0.392353934246151
"cg00004979",0
"cg00004996",0.0386206062103167
"cg00005010",0.329685625317528
"cg00005040",0.437850630804069
"cg00005072",0
"cg00005083",0.585975434448937
"cg00005112",0.546302414172324
"cg00005164",0.751012647019081
"cg00005166",0.712538380623097
"cg00005215",0.511196126177227
"cg00005297",0.538547509240664
"cg00005306",0.169605971914279
"cg00005390",0.567408649202365
"cg00005437",0.754585896748553
"cg00005541",0.76493739134241
"cg00005543",0
"cg00005617",0.750753187786689
"cg00005619",0.226844483317733
"cg00005622",0.927303618330995
"cg00005740",1
"cg00005817",0.116492709056838
"cg00005847",0.0246836731909284
"cg00005849",0.533212242408793
"cg00005861",0.432449501181011
"cg00006032",0.883480567863736
"cg00006081",0.622953364671356
"cg00006090",0.768484958877457
"cg00006122",0.122059011025893
"cg00006198",0.557045546789691
"cg00006243",0.497536067684372
"cg00006397",0.477003996470366
"cg00006414",0.314182298359455
"cg00006459",0.637732980718468
"cg00006626",0.609635652768899
"cg00006787",0.829108026302095
"cg00006815",0.624421431907192
"cg00006867",0.491629248550041
"cg00006884",0.53254387804262
"cg00006948",0.825998555992299
"cg00007032",0.26574756195832
"cg00007036",0.557691876210395
"cg00007064",0.0828581554156324
"cg00007076",0.902249038084404
"cg00007215",0.164607344843367
"cg00007221",0.773271687539363
"cg00007226",0.856988703920746
"cg00007239",0.839897621485485
"cg00007269",0.197095815117747
"cg00007300",0.273145011360959
"cg00007324",0.91244742120217
"cg00007326",0.491427816713914
"cg00007420",0.343285722856235
"cg00007426",0.89111830222813
"cg00007466",0.322028101985778
"cg00007540",0.62843575537642
"cg00007644",0.347671988731142
"cg00007675",0.0958666844031717
"cg00007800",0.368091719635711
"cg00007810",0.177522007359912
"cg00007898",0.162881286914233
"cg00007981",0.637971748476935
"cg00007987",0.479273665504159
"cg00008004",0.418874876704821
"cg00008033",0
"cg00008036",0.672320314466649
"cg00008188",0.0798091849121332
"cg00008345",0.28040947055877
"cg00008387",0
"cg00008446",0.99629154391089
"cg00008452",0.0970895854504415
"cg00008488",0.504800568031942
"cg00008493",0.347577923561524
"cg00008544",0.882037661478712
"cg00008564",0.823521825762405
"cg00008612",0.609630883867114
"cg00008621",0.8677810307842
"cg00008629",0.236810527450776
"cg00008647",0.745056865317215
"cg00008665",0.888374313200127
"cg00008671",0.84488643480826
"cg00008695",0.114184759429765
"cg00008713",0.749524273264051
"cg00008737",0.287292447389711
"cg00008800",0.352805963959243
"cg00008810",0.611438289507104
"cg00008819",0.611437146390179
"cg00008823",0.841639341246121
"cg00008839",0.358143295341691
"cg00008932",0.203636342463023
"cg00008945",0.998733124089714
"cg00008971",0.159489716263317
"cg00009001",0.230562063440118
"cg00009038",0.724262784341765
"cg00009053",0.98541893136341
"cg00009088",0.408465097640229
"cg00009167",0.963760708543613
"cg00009196",0.448179495204641
"cg00009214",0.372158106469415
"cg00009292",0.614140910870439
"cg00009293",0.742114601127482
"cg00009306",0.264105824852661
"cg00009349",0.440846797371939
"cg00009364",0.852481258282857
"cg00009407",0.191920601732534
"cg00009412",0.590799726016785
"cg00009421",0.236733660676131
"cg00009436",0.849045312697214
"cg00009523",0.155452274711295
"cg00009553",0.480352890190889
"cg00009750",0.539164062775951
"cg00009796",0.771970914180115
"cg00009834",0.300027563906534
"cg00009871",0.21343985056898
"cg00009916",0.870022025920594
"cg00009922",0.396205613955624
"cg00009927",0.814381625754727
"cg00009944",0.215261953332599
"cg00009970",0.178070054888478
"cg00010046",0.329117934442439
"cg00010078",0.909389994282508
"cg00010108",0.863546605305005
"cg00010168",0.0881538589122087
"cg00010242",0.277567694313797
"cg00010266",0.736654595588526
"cg00010445",1
"cg00010654",0.907582290067316
"cg00010659",1
"cg00010672",0.834721044864484
"cg00010742",0.800538994613781
"cg00010789",0.887123493699932
"cg00010853",0.293750719560334
"cg00010890",0.572741534608304
"cg00010932",0.461394703547275
"cg00010946",0.0289064987379265
"cg00010947",0.837698258589133
"cg00010954",0.0946238190163968
"cg00010992",0.536254819512115
"cg00011122",0.43750929998495
"cg00011200",0.595648063275135
"cg00011203",0.721621723601291
"cg00011225",0.765275041859422
"cg00011239",0.53701743154046
"cg00011247",0.114640904574407
"cg00011284",0.721419438650711
"cg00011346",0.559025191931953
"cg00011350",0.0990931918865519
"cg00011459",0.804813457218979
"cg00011460",0.615990992336916
"cg00011482",0.0860516450907713
"cg00011513",0.431268679557682
"cg00011564",0.270141812580003
"cg00011578",0.687923228431388
"cg00011605",0.29472087345902
"cg00011616",0.422223504321972
"cg00011717",0.056494522603377
"cg00011740",0.376620351971254
"cg00011754",0.62906365841442
"cg00011856",0.885087100640592
"cg00011861",0.249033584328821
"cg00011891",0.741436423723101
"cg00011924",0.256645622969633
"cg00011994",0.181099517464615
"cg00012036",0.464075773514278
"cg00012123",0.82319165994389
"cg00012126",0.991010892834108
"cg00012148",0.664229941590924
"cg00012194",0.581404197378891
"cg00012199",0.29404655732332
"cg00012203",0.0150275390060731
"cg00012238",0.527132331093228
"cg00012317",0.587252328688939
"cg00012343",0.211115709325406
"cg00012362",0.448776135603023
"cg00012386",0.74431759673946
"cg00012395",0.269609684466779
"cg00012397",0.921580685634623
"cg00012469",0
"cg00012522",0.731444687887499
"cg00012529",0.435309260845523
"cg00012576",0.0184296468774825
"cg00012638",0.388081600621898
"cg00012692",0.853899954900892
"cg00012698",0.445948832242848
"cg00012701",0.712396448070566
"cg00012762",0.210358037381713
"cg00012792",0.262281499379153
"cg00012920",0.798829337720063
"cg00012960",0.330359718609839
"cg00012992",0.4607244798123
"cg00013006",0.645661099858918
"cg00013015",0.200672962246469
"cg00013196",0.0670783615690453
"cg00013301",0.704674623170856
"cg00013349",0.294806189565915
"cg00013369",0.428187990978767
"cg00013374",0.600521354654211
"cg00013409",0.381418396345123
"cg00013410",0.39175711950586
"cg00013441",0.38249492278458
"cg00013451",0.991215417561927
"cg00013475",0.400736604300831
"cg00013540",0.323110024843788
"cg00013543",0.401294450444607
"cg00013569",0.347071810501537
"cg00013618",0.410528878766448
"cg00013655",0.777447027392835
"cg00013660",0.674529656463218
"cg00013733",0.225375152182603
"cg00013804",1
"cg00013809",0.30481648373149
"cg00013899",0
"cg00013993",0.0954593368175899
"cg00014085",0.634300747767905
"cg00014104",0.196171065614246
"cg00014112",0.327720413920413
"cg00014118",0.304686387366178
"cg00014152",1
"cg00014168",0.348733691215863
"cg00014194",0.600376772659015
"cg00014203",0.488224513578767
"cg00014260",0.154545161836515
"cg00014272",0.815021689607729
"cg00014285",0.0975910047730472
"cg00014289",0.268821616849063
"cg00014301",0.708886473624961
"cg00014333",0.688874935203681
"cg00014377",0.519809107808778
"cg00014445",0.298248272111719
"cg00014484",0.326200513813392
"cg00014561",1
"cg00014638",0.0363294051442917
"cg00014665",0.825488579137526
"cg00014667",0.473584453797729
"cg00014733",0.583631141190093
"cg00014748",0.996635465103896
"cg00014752",0.264779343343447
"cg00014754",0.11288480338503
"cg00014786",0.501255331588683
"cg00014806",0.72773111312921
"cg00014830",0.976057638070983
"cg00014837",0.211196742924564
"cg00014900",0.658921417398071
"cg00014986",0.574331946323996
"cg00014996",0.713289544919399
"cg00014998",0.565554648199519
"cg00015024",0.710687751299326
"cg00015058",0.325457228506804
"cg00015121",0
"cg00015261",0.8677552415178
"cg00015286",0.384217365669985
"cg00015319",0.300443635526177
"cg00015340",0.184357292739001
"cg00015343",0.118351659033846
"cg00015373",0.922586154020312
"cg00015530",0.668388921942371
"cg00015572",0.901847393018959
"cg00015603",0.404236981913495
"cg00015639",0.369779851314143
"cg00015699",0.141290551718064
"cg00015770",0.639669554157069
"cg00015930",1
"cg00016066",0.18795614078477
"cg00016127",0.431357505799348
"cg00016156",0.21694647337497
"cg00016223",0.574827823037965
"cg00016238",0.557869279594886
"cg00016255",0.681650028251273
"cg00016324",0
"cg00016360",0.712024060742526
"cg00016406",1
"cg00016439",0.356485447924323
"cg00016481",1
"cg00016498",0.0719932813242827
"cg00016522",0.410838842355195
"cg00016593",0.206088830208123
"cg00016618",0.754459337909568
"cg00016718",0.771868928955909
"cg00016783",0.643169823827178
"cg00016802",0.0541668191332204
"cg00016814",0.547856567949607
"cg00016841",0.751914016009116
"cg00016892",0.0669811935747812
"cg00016913",0.0892518724906313
"cg00016934",0.824945459155576
"cg00016968",0.137572170575865
"cg00016996",0.793738285231082
"cg00017002",0.208962293674598
"cg00017033",0
"cg00017059",0.746299212168385
"cg00017062",0.694824943472191
"cg00017121",0.767706896985183
"cg00017157",0.473365987294052
"cg00017188",0.395199560922751
"cg00017203",0.293960923843172
"cg00017221",0.618125353752414
"cg00017271",0.850615142831544
"cg00017362",0.314168471393493
"cg00017363",0.721950347115954
"cg00017429",0
"cg00017437",0
"cg00017441",0.603656947449697
"cg00017461",0.154148795793862
"cg00017475",0.883521608015146
"cg00017489",0.713901371939774
"cg00017546",0.456937619078376
"cg00017601",0.299131943508767
"cg00017639",0.775006044263591
"cg00017826",0.615785843702215
"cg00017842",0.0233362017477697
"cg00017931",0.584825915754756
"cg00017970",0.516668136040651
"cg00018010",0.678323638330965
"cg00018024",0.36554640237744
"cg00018044",0.636069935862648
"cg00018103",0.45976985172006
"cg00018128",0.490469010206596
"cg00018181",0.278122182064627
"cg00018184",0.0437696029506667
"cg00018198",0.562197045091604
"cg00018204",0.791170748445469
"cg00018229",0.241847208916693
"cg00018261",0.970520377982628
"cg00018524",0.255550441173049
"cg00018539",0.348621136593054
"cg00018557",0
"cg00018606",0.210515740549077
"cg00018696",0.415383133439439
"cg00018739",0.542297862769399
"cg00018828",0.932245864461776
"cg00018845",0.812815628266226
"cg00018850",0.337645616277429
"cg00018866",0.355072002286336
"cg00018896",0.747680736510123
"cg00019076",0.748373924461618
"cg00019082",0.265265506674913
"cg00019085",0.91231656425903
"cg00019093",0.253013097509503
"cg00019118",0.751827474178997
"cg00019137",0.513015029582999
"cg00019151",0.0804167130762247
"cg00019196",0.093980153285644
"cg00019275",0.782058873360845
"cg00019301",0.854773194706022
"cg00019308",0.885170824418649
"cg00019366",0.0901718736228159
"cg00019377",0.550168470355016
"cg00019458",0.723585709969011
"cg00019463",0.81432890615523
"cg00019495",0.811711787123141
"cg00019511",0.755913859586148
"cg00019576",0.113056363192655
"cg00019654",0.640970608887085
"cg00019678",0.895078527544706
"cg00019759",0.980664114841
"cg00019778",0.972376117389787
"cg00019809",0.700784661844198
"cg00019826",1
"cg00019838",0.702576883921966
"cg00019841",1
"cg00019877",0.940725469881005
"cg00019880",0.543989112384383
"cg00019997",0.398715424416931
"cg00020052",0.298191795275819
"cg00020175",0.980644427111608
"cg00020191",0.0404711729276941
"cg00020297",0.419645186089823
"cg00020340",0.115589577897393
"cg00020348",0.400483507142394
"cg00020352",0.806011819914558
"cg00020390",0.364106480333764
"cg00020405",0.499265987756081
"cg00020419",0.542357973069855
"cg00020446",0.697935341315844
"cg00020474",0.840505846717775
"cg00020533",0.597839783982865
"cg00020622",1
"cg00020649",0.905746519524499
"cg00020720",0.704190064169808
"cg00020778",0.272041569853225
"cg00020794",0.372439904894435
"cg00020799",0.00831016592481281
"cg00020991",0.984247866933737
"cg00021028",0.358308266309116
"cg00021030",0.0298002172545607
"cg00021044",0.39300023866519
"cg00021108",0.704844740028459
"cg00021123",0.275388345858546
"cg00021128",0.519703588468885
"cg00021152",0.852768123004372
"cg00021166",0.811194680743839
"cg00021237",0.55727997293697
"cg00021242",0.273512323270124
"cg00021256",0.586195812483628
"cg00021275",0.665259646265795
"cg00021325",0.0473738083553439
"cg00021476",0.777013698861481
"cg00021513",0.0426604310937882
"cg00021527",0
"cg00021532",0.228818241172824
"cg00021539",0.426595680267943
"cg00021540",0.103179626497914
"cg00021550",0.246477815768054
"cg00021558",0.110785768237751
"cg00021576",1
"cg00021600",0.585414080807554
"cg00021762",0.421771591374088
"cg00021783",0.0321457094875386
"cg00021786",0.246344186371061
"cg00021855",0.133659380776138
"cg00021933",0.19853690924154
"cg00021944",0.466928378419956
"cg00021945",0.392267480340953
"cg00021978",0.622373018776679
"cg00022024",0.0347734545958329
"cg00022054",0.574567866460257
"cg00022076",0.537685161981272
"cg00022101",0
"cg00022138",0.0487206057472052
"cg00022145",0.473538547366995
"cg00022235",0.804936044267295
"cg00022259",0.868488540669221
"cg00022262",0.202447281313378
"cg00022308",0.233909297201126
"cg00022492",0.25275158047241
"cg00022558",0.263165474678826
"cg00022594",1
"cg00022606",0.994856791267443
"cg00022633",0.83354984738954
"cg00022642",0.331796788098698
"cg00022688",1
"cg00022858",0.784586620846672
"cg00022866",0.775214724143418
"cg00022871",0.045654931761285
"cg00022900",0.436616031582023
"cg00022911",0.167064937781725
"cg00022966",0.582984608164206
"cg00022997",0
"cg00023001",0.825592377155644
"cg00023024",0.439146521333855
"cg00023132",0.0458144457873169
"cg00023154",0.669910333830166
"cg00023168",0.244871303584397
"cg00023174",0.794145639033931
"cg00023185",0.396639633732852
"cg00023233",0.211821431141504
"cg00023288",0.393486862524307
"cg00023321",0.138302187170873
"cg00023351",0.869311334458697
"cg00023411",0.494632343987059
"cg00023415",0.906226002361668
"cg00023464",0.343055122396304
"cg00023492",0.121833466359622
"cg00023507",0.0329103075501902
"cg00023673",0.133115242837592
"cg00023695",0.269145175029205
"cg00023702",0.623629381213078
"cg00023726",0.876778878185445
"cg00023750",0.0983417358030288
"cg00023808",0.792840671272337
"cg00023919",0.976533879487772
"cg00024046",0.874702747144016
"cg00024086",0.707495121580889
"cg00024170",0.629301636041166
"cg00024192",0.12064315513365
"cg00024198",0.820491709341843
"cg00024247",0.565324976215461
"cg00024280",0.49243765679916
"cg00024382",0.4396787331761
"cg00024396",0.484882489536018
"cg00024404",0.603607558356362
"cg00024416",0.115422861709893
"cg00024443",0.418892682275032
"cg00024471",0.682879328517676
"cg00024472",0.523291364132948
"cg00024494",0.63069031762481
"cg00024516",0.377353252967478
"cg00024722",0.509392291580537
"cg00024790",0.87763870903502
"cg00024812",0.768580369590646
"cg00024967",0.343174323767103
"cg00024989",0.44270633507567
"cg00025044",0.158065957491988
"cg00025138",0.848251285610183
"cg00025155",0.945015070965521
"cg00025185",0.0399595137244632
"cg00025211",0.770329797407765
"cg00025331",0.705068734797573
"cg00025347",0.960119174708257
"cg00025357",0.251226139572471
"cg00025405",0.245298132007692
"cg00025436",0.176663226100214
"cg00025439",0.483072876684357
"cg00025496",0.484076458565651
"cg00025591",0.376774794343872
"cg00025626",0.592485523455455
"cg00025643",0.0980121434231128
"cg00025647",0.537018693167632
"cg00025663",0.229133799263857
"cg00025680",0.511538264778551
"cg00025715",0.736994319858154
"cg00025795",0.938284403742749
"cg00025823",0.245765768635088
"cg00025877",0.199668753456349
"cg00025972",0.268827586359727
"cg00025981",0.973028583072703
"cg00025991",0.0116667536661009
"cg00026030",0.641503239980764
"cg00026033",0.597393465828839
"cg00026075",0.873365667818243
"cg00026104",0.673637044659924
"cg00026119",0.787673832657555
"cg00026141",0.0694532407345813
"cg00026186",0.227646480475125
"cg00026222",0.527382152987291
"cg00026230",0.524019854824646
"cg00026290",0.890449587753811
"cg00026327",0.896354068718189
"cg00026346",0.85880085087954
"cg00026362",0.208435064086811
"cg00026374",0.860747549894441
"cg00026375",0.597390176815779
"cg00026412",0.181685592030575
"cg00026455",0
"cg00026457",0.385115822376766
"cg00026458",0.0139112260767835
"cg00026474",1
"cg00026546",0.565625163350156
"cg00026553",0.271450671758128
"cg00026603",0.406812075802746
"cg00026703",0.992916454831359
"cg00026731",0.662904189879787
"cg00026776",0.672946001906815
"cg00026803",0.625679594794491
"cg00026853",0.025938960990546
"cg00026857",0.348707377486148
"cg00026909",0.815756921187405
"cg00026919",0.449420722599117
"cg00026938",0.395886176637576
"cg00026974",0.969509880748342
"cg00027037",0.810918910774422
"cg00027081",0.190958806243615
"cg00027083",0.929974777118529
"cg00027114",0.724081475824993
"cg00027120",0.704802250654766
"cg00027155",0.360611434774651
"cg00027162",0.223664113237003
"cg00027232",0.656148014872642
"cg00027400",0.970428803470229
"cg00027454",0.53213910286843
"cg00027466",0.284999537670551
"cg00027499",0.722094923399487
"cg00027570",0.405368324085715
"cg00027586",0.546733544101783
"cg00027637",0.571928439735096
"cg00027650",0.338850732481562
"cg00027669",0.871646410460886
"cg00027674",0.128757710896114
"cg00027729",0.818601666157838
"cg00027745",0.73370114976242
"cg00027990",0.573960139388439
"cg00027995",0.975559584139964
"cg00028013",0.860169972679063
"cg00028014",0.327880862813162
"cg00028022",0.95971032623572
"cg00028034",0.416318112537492
"cg00028056",0.754724046259356
"cg00028135",0.250269568791706
"cg00028184",0.35376484032874
"cg00028211",0.583234248082436
"cg00028232",0.206074170830623
"cg00028251",0.55505331072887
"cg00028299",0.142256485837786
"cg00028308",0.697325587939146
"cg00028318",0.501740205291613
"cg00028336",0.130805988019678
"cg00028338",0.435347816320036
"cg00028429",0.879104352348205
"cg00028431",0.692106235176928
"cg00028455",0.142537406467217
"cg00028487",0.638288739566576
"cg00028507",0.752189857725898
"cg00028515",0.372810448201544
"cg00028598",0.25448130340268
"cg00028636",0.40341962071419
"cg00028677",0.565503880163455
"cg00028678",0.559382519648026
"cg00028749",0.889161747032166
"cg00028757",0.191922521337329
"cg00028829",0.967290330004898
"cg00028844",0.965686974806604
"cg00028870",0.221897650752209
"cg00028881",0.305746098363472
"cg00028918",0
"cg00028929",0.737863391015043
"cg00028935",0.233253190354341
"cg00028993",0.481848335018715
"cg00029052",0.207044780846252
"cg00029053",0.620604138595633
"cg00029161",0.180542792810405
"cg00029233",0.171328187672387
"cg00029246",0.470339900284736
"cg00029282",0.694660501061425
"cg00029284",0.884590188519545
"cg00029353",0.792884170195551
"cg00029397",0.989053489234489
"cg00029521",0.0483039907359782
"cg00029583",0.560676127941483
"cg00029619",0.202681788755253
"cg00029640",0.402198798701427
"cg00029678",0.978082570542389
"cg00029821",0.796862622759967
"cg00029822",0.300284008653453
"cg00029825",0.632323836262329
"cg00029826",0.29511631102561
"cg00029831",1
"cg00029922",0.189176897218455
"cg00029928",0.934768017591111
"cg00029931",0.457135355605098
"cg00029973",0.947197245657503
"cg00029979",0.190716877878032
"cg00030005",0.502421910891888
"cg00030047",0.712683493942846
"cg00030117",0.243855715429724
"cg00030125",0.798557520167702
"cg00030176",0.222651925309149
"cg00030291",0.476249205787662
"cg00030296",0.209734495508752
"cg00030420",0.305986224555454
"cg00030422",0.195258783695539
"cg00030423",0.4968370326962
"cg00030427",0.724023488555232
"cg00030432",0.794871041695694
"cg00030466",0.979241374750265
"cg00030476",0.867111443718217
"cg00030501",0.223234865733496
"cg00030508",0.209284269649012
"cg00030523",0.240659349997613
"cg00030588",0.826694956251322
"cg00030604",0.383463390609623
"cg00030627",0.894578012844407
"cg00030682",0.0435882051079383
"cg00030774",0.411305945086422
"cg00030795",0.331910511129963
"cg00030807",0.37108144243129
"cg00030816",0
"cg00030909",0.386226723806655
"cg00031013",0.649868601040088
"cg00031063",0.443858724548143
"cg00031105",0.535101121632622
"cg00031162",0.0651559307699303
"cg00031165",0.231804556272797
"cg00031187",0.473105278302207
"cg00031235",0.595013312732374
"cg00031256",1
"cg00031277",0.439665645805723
"cg00031303",0.117015790465829
"cg00031340",0.613950322334334
"cg00031346",0.62643728229895
"cg00031402",0.869579533103547
"cg00031443",0.253465255725028
"cg00031456",0
"cg00031476",0.849307736014094
"cg00031491",0.635370099025544
"cg00031556",0.684516157014978
"cg00031663",0.762190907590289
"cg00031708",0.741070198300535
"cg00031722",0.546164465249546
"cg00031759",0.906607505908222
"cg00031779",0.0447996981389671
"cg00031896",0.829192487682481
"cg00031967",0.480053048931799
"cg00031973",0.296988967575763
"cg00032036",0.189909245050619
"cg00032192",0.246590944147829
"cg00032205",0.542539580208553
"cg00032227",0.598180615547502
"cg00032246",0.291451699696048
"cg00032308",0.0989609695859747
"cg00032366",0.915626087323123
"cg00032419",0.953318299584246
"cg00032490",0.307383657477733
"cg00032609",0.50235534915789
"cg00032610",0.311637019094327
"cg00032643",0.747063680940948
"cg00032664",0.606133104693652
"cg00032666",0.795370693800399
"cg00032686",0.652158482227242
"cg00032701",0.30064271927224
"cg00032756",0.367841925841379
"cg00032789",0.2802570164091
"cg00032805",0.309345004444607
"cg00032852",0.837321427864834
"cg00032879",0.0711788349630356
"cg00032884",0.888782937898339
"cg00032912",0.612769363793343
"cg00032959",0.42947812262083
"cg00033102",0.785831585560401
"cg00033127",0.55242652304422
"cg00033155",0.331487335679629
"cg00033165",0.673814638446343
"cg00033209",0.831811864478367
"cg00033213",0.692492978809495
"cg00033220",0
"cg00033304",0.245643217294301
"cg00033334",0.978427738797358
"cg00033371",0.369642182719592
"cg00033457",0.221257989456304
"cg00033490",0.549875601736699
"cg00033516",0.642061562056416
"cg00033533",1
"cg00033551",0.824634844046032
"cg00033584",0.383083771252036
"cg00033643",0.652888843837268
"cg00033666",0.380177409420237
"cg00033668",0.175723425488059
"cg00033703",0.70100481254753
"cg00033773",0.523628938165347
"cg00033806",0.405621330563571
"cg00033834",0.144610255901031
"cg00033877",0.834315413712701
"cg00033909",0.810335830523029
"cg00033915",0.253686283227612
"cg00034003",0.0950054051428314
"cg00034019",0.868279164860923
"cg00034039",0.735040749590806
"cg00034076",0.537881398626409
"cg00034101",0.217370555451752
"cg00034130",0.332080296664139
"cg00034154",0.0369835304875635
"cg00034336",0.543515638071101
"cg00034376",0.0743207905651324
"cg00034407",0.921255892503061
"cg00034416",0.24074169473689
"cg00034433",0.448317461060625
"cg00034468",0.55173911400359
"cg00034555",0.0712520450782963
"cg00034556",0.206551241228769
"cg00034559",0.103442646857577
"cg00034574",0.711210119067636
"cg00034604",0.131352404432167
"cg00034611",0.784555474260087
"cg00034639",0.524663334239423
"cg00034650",0.452697341068984
"cg00034731",0.656241056102973
"cg00034755",0.337732551556481
"cg00034769",0.825603019572129
"cg00034852",0.537573943688554
"cg00035000",0.451993195462113
"cg00035074",0
"cg00035197",0
"cg00035220",0.535241798387978
"cg00035237",0.626526382236541
"cg00035249",0.572348471241858
"cg00035268",0.408828798166842
"cg00035316",0.821781971101228
"cg00035326",0.304898783480646
"cg00035347",0.207159116469419
"cg00035398",0
"cg00035449",0.0165740495232222
"cg00035452",0.582168451819753
"cg00035453",0.910344310364128
"cg00035608",0.267311925472689
"cg00035623",0.961308589906103
"cg00035630",0.960851974660632
"cg00035636",0.592092022580764
"cg00035673",0.191530666765585
"cg00035812",0.242287606053112
"cg00035847",0.583859266014746
"cg00035864",0.889369164525476
"cg00035889",0.469413120625899
"cg00035923",0.30059100599734
"cg00035937",0.855058895845001
"cg00035945",0.598650020004968
"cg00035969",0.763943735087965
"cg00035980",0.0537444315259345
"cg00036011",0.960036885604671
"cg00036110",0.616974015305372
"cg00036115",0.568339674437364
"cg00036119",0.871426207260269
"cg00036137",0.409592073103742
"cg00036258",0.94142806094311
"cg00036263",0.949948519864466
"cg00036299",0.0725986695196079
"cg00036324",0.145864636649491
"cg00036328",0.685702603129458
"cg00036347",0.311037134341674
"cg00036369",0.720707149635996
"cg00036386",0.83363470315817
"cg00036408",0.858197052124298
"cg00036440",0.773109694256735
"cg00036570",0.23432253665663
"cg00036585",0.53328989052992
"cg00036588",0.786948994876035
"cg00036599",0.17291373286505
"cg00036614",0.618271948949015
"cg00036664",0.0558339356166019
"cg00036723",0.391821341522782
"cg00036732",0.991754760044024
"cg00036788",0.191688291197226
"cg00036871",0.238370862821154
"cg00036976",0.780679132728862
"cg00037013",0.310557130401093
"cg00037056",0.360394466719252
"cg00037058",0.393677401483203
"cg00037072",0.443788775195363
"cg00037117",0.200918397063299
"cg00037153",0
"cg00037186",0.142138156013365
"cg00037223",0.0674563316066017
"cg00037314",0.0843506292421501
"cg00037388",0.362896830460418
"cg00037400",0.339529163434486
"cg00037406",0.103759883843357
"cg00037441",0.677599678009893
"cg00037450",0.244510452803391
"cg00037457",0.53162247692118
"cg00037681",0.0316841165402553
"cg00037763",1
"cg00037856",0.855525635346938
"cg00037930",0.438640660728284
"cg00037940",0.874147245108188
"cg00037952",0.718559656904239
"cg00038020",0.850537014183119
"cg00038131",0.377912779275406
"cg00038167",0.483507412514867
